Texture_Contrast_Nuclei_3_00_256,Texture_DifferenceEntropy_Nuclei_3_00_256,Texture_Correlation_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_02_256,Texture_InfoMeas1_Nuclei_3_03_256,Texture_Contrast_Nuclei_3_01_256,Texture_Correlation_Nuclei_3_00_256,Texture_AngularSecondMoment_Nuclei_3_00_256,Texture_Correlation_Nuclei_3_03_256,CellType
12.552660152008688,2.9670399927181434,0.5047411871793048,-0.1005376583661374,-0.056887325571845,16.27526132404181,0.5135135283317063,0.0099081511032831,0.334577682761208,M1
15.78619756427605,2.7430010263043654,0.4429509492763855,-0.1238155977974628,-0.116995769142481,24.90753911806544,0.4564243469058709,0.2201554234318035,0.4327766495645412,M1
16.997668997669,3.154519784800144,0.6576025822069825,-0.1628240966126582,-0.0876926854272545,20.71428571428571,0.5395367589079417,0.0502014496769741,0.4159896649305785,M1
22.57242339832869,3.3618742573046205,0.5042892279812051,-0.0950120106525159,-0.0464599111946283,24.077474892395983,0.2836185658767172,0.0262664783792801,0.1672320181314313,M1
16.450213371266003,3.1831820829709887,0.5139022393688908,-0.0805739168419638,-0.04730980290104,21.277027027027025,0.56668886363013,0.0131768644439902,0.3422495111684105,M1
13.38968824940048,3.033428658723531,0.1905053399984401,-0.0398360434143337,-0.0415389623145736,20.675,0.3972546035303735,0.0093162879768127,0.1779017520375536,M1
13.54439461883408,2.9653772466934134,0.6301122754249173,-0.1396246564374755,-0.099079661402557,19.670542635658915,0.6127788300430327,0.0585207826419192,0.5071269983631571,M1
16.126205083260302,3.1356190022346158,0.4452879526645821,-0.0781702236377987,-0.056202512618101,23.437732342007436,0.5548875674710715,0.0400324607241368,0.3581633641842066,M1
22.043636363636363,3.1408119846868194,0.3719077521595429,-0.1102069248867658,-0.0621062657692048,19.917293233082702,0.216206194433961,0.0903280073461891,0.1244834826126174,M1
20.512408759124085,3.295596029150941,0.3934862703492483,-0.0815187876626275,-0.0526672346480808,22.329835082458768,0.2922436252872028,0.0141829612659172,0.2228177167134511,M1
14.70810481413772,3.083437083821802,0.3606864998375779,-0.0469128137109888,-0.0333747649502688,19.505452212957024,0.4389287725033818,0.009153950731577,0.2189258350600038,M1
19.677142857142854,2.933129441611345,0.5290273582263907,-0.1354999074200968,-0.0734471965728512,24.48324873096447,0.4990697402002352,0.1654240362811791,0.3112064516420421,M1
22.32258064516129,3.170529627450888,0.4775719171204493,-0.1354418072301907,-0.0921456491553558,29.842647058823527,0.4037765980392362,0.0909046566077003,0.3631727622208848,M1
16.617529880478088,3.1788797908659974,0.3750964076812209,-0.0615345376388817,-0.0376350392924306,20.02706552706553,0.3014008736818079,0.00938962168149,0.1282078436350886,M1
19.893280632411063,3.294127877325132,0.4228892483608473,-0.0712532703333962,-0.0594424226357153,23.867403314917123,0.3060649270001058,0.0081620466566333,0.2484428302411925,M1
